origin               destination        
Admiralty            Admiralty                344.5
                     Tampines NSEW           2884.0
Somerset             Orchard                  257.5
                     Dhoby Ghaut NSEW         371.0
                     Dhoby Ghaut NEL          393.0
                     City Hall                399.0
                     Newton NSEW              404.0
                     Novena                   508.0
                     Little India NEL         562.5
                     Bugis NSEW               585.0
                     Raffles Place            627.5
                     Toa Payoh                631.0
                     Braddell                 690.0
                     Esplanade                732.5
                     Clarke Quay              747.0
                     Marina Bay               753.5
                     Tanjong Pagar            766.0
                     Lavender                 773.0
                     Chinatown NEL            800.0
                     Outram Park NSEW         809.0
                     Kallang                  811.0
                     Boon Keng                820.5
                     Farrer Park              834.0
                     Outram Park NEL          842.5
                     Bras Basah               843.5
                     Promenade                870.0
                     Nicoll Highway           877.0
                     Bishan NSEW              895.0
                     Bishan CCL               903.0
                     Aljunied                1033.0
                     Potong Pasir            1065.0
                     Ang Mo Kio              1076.0
                     Marymount               1103.0
                     Paya Lebar NSEW         1125.0
                     Yio Chu Kang            1170.0
                     Stadium                 1219.5
                     Downtown                1224.0
                     Lorong Chuan            1233.0
                     Serangoon NEL           1239.0
                     HarbourFront CCL        1301.0
                     Bayfront CCL            1335.0
                     Dakota                  1336.0
                     Kembangan               1367.0
                     Telok Ayer              1407.0
                     Labrador Park           1423.0
                     Kovan                   1449.0
                     HarbourFront NEL        1507.0
                     Hougang                 1522.0
                     Eunos                   1530.5
                     Commonwealth            1538.0
                     Buona Vista NSEW        1555.0
                     MacPherson CCL          1577.0
                     Buangkok                1629.0
                     Bedok                   1634.0
                     Yishun                  1635.0
                     Tai Seng                1663.5
                     Dover                   1692.0
                     Khatib                  1704.0
                     Clementi                1759.0
                     Tiong Bahru             1883.0
                     Sembawang               1899.0
                     Simei                   1993.0
                     one-north               2009.0
                     Sengkang                2026.0
                     Expo NSEW               2052.0
                     Somerset                2054.0
                     Jurong East             2155.0
                     Tampines NSEW           2197.0
                     Admiralty               2204.0
                     Pasir Ris               2231.0
                     Kent Ridge              2311.0
                     Woodlands               2375.0
                     Kangkar                 2402.0
                     Lakeside                2492.5
                     Marsiling               2547.0
                     Boon Lay                2630.0
                     Kranji                  2636.0
                     Changi Airport          2688.0
                     Pioneer                 2735.0
                     Bukit Gombak            2766.0
                     Joo Koon                2809.0
                     Choa Chu Kang           3305.0
Soo Teck             Cove                     506.0
                     Punggol                  550.5
                     Coral Edge               731.0
                     Oasis                    755.0
                     Sengkang                 827.5
                     Hougang                 1082.5
                     Nibong                  1267.0
                     Fernvale                1397.0
                     Woodleigh               1406.0
                     Kovan                   1547.0
                     Serangoon CCL           1693.0
                     Farrer Park             1746.0
                     Boon Keng               1770.0
                     Bishan CCL              1849.0
                     Ranggung                1851.0
                     Little India NEL        1932.0
                     Tai Seng                2035.0
                     Bartley                 2056.0
                     MacPherson CCL          2115.0
                     Dakota                  2134.0
                     Dhoby Ghaut NEL         2253.0
                     Paya Lebar NSEW         2328.0
                     Chinatown NEL           2331.0
                     City Hall               2406.0
                     Paya Lebar CCL          2430.0
                     Orchard                 2430.0
                     Clarke Quay             2475.0
                     Telok Ayer              2548.0
                     Bedok                   2609.0
                     Soo Teck                2635.0
                     Bayfront CCL            2636.0
                     Outram Park NEL         2685.0
                     Tanjong Pagar           2712.0
                     Ang Mo Kio              2756.0
                     HarbourFront CCL        2793.0
                     Promenade               2810.0
                     Lavender                2924.0
                     one-north               2982.5
                     Labrador Park           3179.0
                     HarbourFront NEL        3196.0
                     Buona Vista CCL         3261.0
                     Kent Ridge              3395.0
                     Clementi                3484.0
                     Toa Payoh               3569.0
South View           Choa Chu Kang BPLRT      279.5
                     Choa Chu Kang            301.5
                     Teck Whye                322.0
                     Keat Hong                433.0
                     Phoenix                  477.0
                     Bukit Panjang BPLRT      537.5
                     Bukit Gombak             650.0
                     Yew Tee                  737.5
                     Petir                    746.0
                     Jelapang                 759.0
                     Senja                    843.0
                     Pending                  855.0
                     Bukit Batok              888.5
                     Bangkit                 1034.5
                     Fajar                   1035.0
                     Jurong East             1075.5
                     Woodlands               1205.0
                     Marsiling               1223.0
                     Admiralty               1462.0
                     Clementi                1496.0
                     Boon Lay                1712.0
                     Commonwealth            1777.0
                     Yishun                  1793.0
                     Khatib                  1810.0
                     Joo Koon                1840.0
                     Buona Vista CCL         1899.0
                     Buona Vista NSEW        1921.0
                     Holland Village         2051.0
                     Telok Ayer              2168.0
                     Redhill                 2212.0
                     Kent Ridge              2256.5
                     Yio Chu Kang            2267.5
                     Outram Park NSEW        2369.0
                     Bishan NSEW             2386.0
                     Tiong Bahru             2481.0
                     Queenstown              2523.0
                     Outram Park NEL         2566.0
                     Raffles Place           2644.0
                     Tanjong Pagar           2700.5
                     HarbourFront NEL        2739.0
                     Bishan CCL              3012.0
                     Chinatown NEL           3012.0
                     City Hall               3020.0
                     HarbourFront CCL        3119.5
                     Toa Payoh               3123.0
                     Marina Bay              3286.0
                     Kovan                   3376.0
                     Bedok                   3997.0
                     Punggol                 4270.0
                     Changi Airport          4842.5
Stadium              Mountbatten              281.0
                     Nicoll Highway           311.0
                     Promenade                418.0
                     Dakota                   488.0
                     Bayfront DTL             498.0
                     Paya Lebar CCL           590.0
                     MacPherson CCL           673.5
                     Bayfront CCL             688.0
                     Esplanade                742.0
                     Downtown                 776.0
                     Paya Lebar NSEW          795.0
                     Tai Seng                 817.5
                     Bras Basah               878.0
                     Rochor                   879.0
                     Telok Ayer               902.0
                     Dhoby Ghaut NEL          956.0
                     Marina Bay               965.0
                     Chinatown DTL           1071.5
                     Serangoon CCL           1073.0
                     Farrer Park             1119.0
                     Chinatown NEL           1121.0
                     Newton DTL              1140.0
                     Somerset                1207.5
                     Little India NEL        1222.0
                     Dhoby Ghaut NSEW        1246.0
                     Raffles Place           1273.5
                     City Hall               1283.0
                     Orchard                 1346.0
                     Bedok                   1423.5
                     Bishan CCL              1462.0
                     Tanjong Pagar           1480.0
                     Tiong Bahru             1544.0
                     Novena                  1559.0
                     HarbourFront NEL        1578.0
                     Eunos                   1635.0
                     Potong Pasir            1652.0
                     Tampines NSEW           1666.0
                     Boon Keng               1666.0
                     Toa Payoh               1781.0
                     Expo NSEW               1823.0
                     Pasir Ris               2256.0
                     Punggol                 2344.5
                     Ang Mo Kio              2347.0
                     Kent Ridge              2376.5
                     Buona Vista CCL         2444.0
                     one-north               2516.0
                     Yishun                  2787.5
                     Clementi                2794.0
                     Joo Koon                3662.0
                     Stadium                 5999.0
Stevens              Newton DTL               303.0
                     Tan Kah Kee              365.5
                     Botanic Gardens CCL      409.0
                     Little India DTL         417.0
                     Rochor                   498.0
                     Little India NEL         505.0
                     Sixth Avenue             521.5
                     Bugis DTL                557.0
                     King Albert Park         562.0
                     Holland Village          642.0
                     Beauty World             691.0
                     Stevens                  705.0
                     Farrer Park              769.0
                     Promenade                775.5
                     City Hall                829.0
                     Clarke Quay              867.0
                     Bayfront CCL             874.0
                     Hillview                 881.0
                     Boon Keng                887.0
                     Nicoll Highway           902.0
                     Marymount                920.5
                     Downtown                 952.0
                     one-north               1011.0
                     Buona Vista CCL         1016.0
                     Kent Ridge              1054.0
                     Telok Ayer              1059.5
                     Chinatown NEL           1085.0
                     Outram Park NEL         1113.0
                     Buona Vista NSEW        1174.0
                     Chinatown DTL           1195.0
                     Commonwealth            1211.0
                     Lavender                1221.0
                     Kovan                   1313.5
                     Dakota                  1318.0
                     Tanjong Pagar           1336.0
                     HarbourFront NEL        1377.0
                     HarbourFront CCL        1452.0
                     Paya Lebar NSEW         1468.0
                     Labrador Park           1564.5
                     Tai Seng                1578.0
                     Jurong East             1654.5
                     Telok Blangah           1720.0
                     Punggol                 1978.0
                     Bedok                   2047.0
                     Pasir Ris               2509.5
                     Tampines NSEW           2561.0
                     Meridian                2771.0
                     Changi Airport          3341.0
Sumang               Punggol                  596.0
                     Sengkang                 898.0
                     Sumang                  1011.0
                     Serangoon NEL           1496.0
                     Tai Seng                1796.0
                     Boon Keng               1819.0
                     Caldecott               2067.0
                     Bras Basah              2576.0
                     City Hall               2590.0
                     Chinatown NEL           2745.0
                     Raffles Place           2745.0
                     Orchard                 2821.0
                     Tanjong Pagar           3398.0
Tai Seng             MacPherson CCL           245.0
                     Paya Lebar CCL           413.0
                     Paya Lebar NSEW          457.5
                     Serangoon CCL            494.0
                     Serangoon NEL            504.0
                     Dakota                   534.0
                     Lorong Chuan             632.0
                     Mountbatten              745.0
                     Marymount                851.0
                     Bishan CCL               871.5
                     Nicoll Highway           882.0
                     Stadium                  894.0
                     Potong Pasir             980.0
                     Hougang                  988.0
                     Kovan                   1011.0
                     Lavender                1016.0
                     Promenade               1032.0
                     Bedok                   1104.0
                     Bartley                 1138.0
                     Bugis NSEW              1157.0
                     Ang Mo Kio              1178.0
                     Tai Seng                1178.5
                     Braddell                1189.0
                     Sengkang                1204.0
                     Esplanade               1219.0
                     Farrer Park             1278.0
                     Toa Payoh               1278.0
                     Bayfront DTL            1279.0
                     Boon Keng               1281.0
                     Bayfront CCL            1289.0
                     City Hall               1291.0
                     Botanic Gardens CCL     1297.0
                     Little India NEL        1308.0
                     Tanah Merah             1337.5
                     Raffles Place           1369.0
                     Bugis DTL               1419.0
                     Simei                   1424.0
                     Novena                  1428.5
                     Compassvale             1453.0
                     Newton NSEW             1469.5
                     Farrer Road             1483.5
                     Tanjong Pagar           1499.0
                     Tongkang                1515.0
                     Downtown                1538.0
                     Expo NSEW               1546.0
                     Yio Chu Kang            1548.0
                     Tampines NSEW           1561.0
                     Dhoby Ghaut NEL         1565.0
                     Bras Basah              1574.0
                     Telok Ayer              1584.5
                     Clarke Quay             1610.0
                     Damai                   1628.0
                     Chinatown NEL           1638.0
                     Punggol                 1647.0
                     Somerset                1658.0
                     Holland Village         1663.5
                     Buona Vista CCL         1663.5
                     Orchard                 1730.0
                     Cove                    1798.0
                     Pasir Ris               1877.0
                     one-north               1878.0
                     Outram Park NEL         1888.0
                     Kent Ridge              1966.0
                     Yishun                  1978.0
                     Changi Airport          1987.0
                     Sumang                  2007.0
                     Dover                   2058.5
                     HarbourFront NEL        2147.5
                     Fernvale                2182.0
                     Haw Par Villa           2197.0
                     Pasir Panjang           2211.0
                     Admiralty               2235.5
                     Redhill                 2338.0
                     Jurong East             2350.0
                     Labrador Park           2431.0
                     Bukit Panjang DTL       2498.5
                     Woodlands               2550.0
                     Marsiling               2660.5
                     Kranji                  2893.0
                     HarbourFront CCL        2897.0
                     Bukit Batok             2977.0
                     Pioneer                 3130.0
                     Boon Lay                3314.0
                     Joo Koon                3362.0
                     Telok Blangah           6215.0
Tampines NSEW        Pasir Ris                383.0
                     Simei                    398.5
                     Tanah Merah              639.5
                     Bedok                    869.0
                     Kembangan                989.0
                     Eunos                   1137.0
                     Expo NSEW               1254.5
                     Paya Lebar NSEW         1285.0
                     Aljunied                1445.5
                     Paya Lebar CCL          1463.0
                     Changi Airport          1543.0
                     Kallang                 1577.0
                     Dakota                  1638.0
                     MacPherson CCL          1672.0
                     Mountbatten             1685.0
                     Lavender                1728.0
                     Tai Seng                1787.0
                     Bugis NSEW              1837.0
                     Stadium                 1877.5
                     City Hall               1901.0
                     Nicoll Highway          1941.0
                     Bugis DTL               2071.0
                     Promenade               2084.0
                     Raffles Place           2090.5
                     Dhoby Ghaut NSEW        2109.0
                     Serangoon CCL           2127.5
                     Somerset                2170.5
                     Tanjong Pagar           2191.5
                     Marina Bay              2196.5
                     Rochor                  2280.5
                     Lorong Chuan            2282.0
                     Esplanade               2298.5
                     Orchard                 2313.0
                     Outram Park NSEW        2330.0
                     Serangoon NEL           2340.0
                     Little India DTL        2371.5
                     Bishan NSEW             2433.5
                     Outram Park NEL         2454.0
                     Bayfront CCL            2454.0
                     Dhoby Ghaut NEL         2455.0
                     Newton NSEW             2456.0
                     Tiong Bahru             2460.5
                     Little India NEL        2470.5
                     Redhill                 2491.0
                     Potong Pasir            2495.0
                     Downtown                2498.5
                     Bras Basah              2513.0
                     Bayfront DTL            2523.0
                     Newton DTL              2523.0
                     Bishan CCL              2531.0
                     Kovan                   2550.0
                     Caldecott               2552.0
                     Marymount               2563.0
                     Braddell                2576.0
                     Queenstown              2641.0
                     Novena                  2656.0
                     Clarke Quay             2673.0
                     Boon Keng               2673.5
                     Telok Ayer              2679.0
                     Chinatown DTL           2717.0
                     Chinatown NEL           2721.0
                     Marina South Pier       2727.0
                     Farrer Park             2727.0
                     Toa Payoh               2745.0
                     HarbourFront CCL        2798.0
                     Ang Mo Kio              2812.0
                     HarbourFront NEL        2846.0
                     Botanic Gardens CCL     2849.0
                     Buona Vista NSEW        2898.0
                     Telok Blangah           2901.0
                     Commonwealth            2906.0
                     Sixth Avenue            2911.5
                     Yio Chu Kang            2914.0
                     Tampines NSEW           2923.0
                     Buona Vista CCL         3049.5
                     Dover                   3166.0
                     King Albert Park        3185.5
                     Holland Village         3218.0
                     Farrer Road             3221.0
                     Clementi                3222.5
                     Pasir Panjang           3322.0
                     Hillview                3355.0
                     one-north               3360.0
                     Beauty World            3397.5
                     Labrador Park           3406.0
                     Chinese Garden          3484.0
                     Cashew                  3512.0
                     Jurong East             3593.0
                     Kent Ridge              3648.0
                     Bukit Batok             3652.0
                     Punggol                 3709.0
                     Yishun                  3817.0
                     Lakeside                3824.0
                     Boon Lay                3892.0
                     Haw Par Villa           3905.5
                     Admiralty               4066.0
                     Woodlands               4080.0
                     Choa Chu Kang           4121.0
                     Pioneer                 4169.0
                     Joo Koon                4306.5
                     Kranji                  4540.0
                     Bukit Gombak            4678.0
                     Yew Tee                 4863.5
                     Segar                   5458.0
Tan Kah Kee          Stevens                  341.0
                     Newton DTL               562.0
                     Beauty World             579.0
                     Botanic Gardens CCL      583.0
                     Little India DTL         654.5
                     Farrer Road              726.0
                     Little India NEL         803.0
                     Cashew                   807.0
                     Bugis DTL                847.0
                     one-north                889.0
                     Bukit Panjang DTL        889.0
                     Buona Vista CCL          917.0
                     Farrer Park              972.0
                     Bugis NSEW              1033.0
                     Promenade               1061.0
                     Lavender                1120.0
                     Dhoby Ghaut NSEW        1141.0
                     Kent Ridge              1153.0
                     Clarke Quay             1185.0
                     Dover                   1198.0
                     Nicoll Highway          1202.0
                     Downtown                1225.0
                     Dhoby Ghaut NEL         1301.0
                     Telok Ayer              1315.5
                     Outram Park NEL         1376.0
                     Raffles Place           1443.0
                     Tanjong Pagar           1560.0
                     HarbourFront NEL        1582.0
                     Chinatown DTL           1604.0
                     Labrador Park           1633.5
                     Mountbatten             1635.0
                     Bedok                   2273.0
                     Expo NSEW               3035.0
                     Tan Kah Kee             9138.0
Tanah Merah          Tanah Merah              151.5
                     Simei                    388.0
                     Bedok                    442.0
                     Tampines NSEW            545.0
                     Expo NSEW                636.0
                     Kembangan                642.5
                     Eunos                    669.0
                     Pasir Ris                726.0
                     Changi Airport           812.0
                     Paya Lebar NSEW          861.5
                     Paya Lebar CCL           913.0
                     Aljunied                 978.0
                     Dakota                  1092.0
                     Kallang                 1093.0
                     Tai Seng                1225.0
                     MacPherson CCL          1229.5
                     Little India DTL        1248.5
                     Lavender                1251.0
                     Mountbatten             1301.0
                     Bugis NSEW              1355.5
                     Bartley                 1384.5
                     Nicoll Highway          1409.5
                     Stadium                 1444.0
                     City Hall               1487.5
                     Bugis DTL               1508.0
                     Serangoon CCL           1558.0
                     Raffles Place           1587.5
                     Promenade               1599.0
                     Dhoby Ghaut NSEW        1622.0
                     Serangoon NEL           1631.0
                     Tanjong Pagar           1703.5
                     Somerset                1734.0
                     Bayfront CCL            1785.0
                     Lorong Chuan            1786.5
                     Rochor                  1793.5
                     Bayfront DTL            1806.0
                     Outram Park NSEW        1819.0
                     Kovan                   1865.0
                     Esplanade               1886.5
                     Orchard                 1894.0
                     Little India NEL        1898.0
                     Dhoby Ghaut NEL         1917.0
                     Tiong Bahru             1924.0
                     Downtown                1971.0
                     Newton NSEW             1989.0
                     Outram Park NEL         2023.5
                     Bishan CCL              2032.0
                     Marina South Pier       2040.0
                     Marina Bay              2068.0
                     Redhill                 2068.5
                     Telok Ayer              2070.0
                     Newton DTL              2074.0
                     Bishan NSEW             2085.0
                     Bras Basah              2088.0
                     Marymount               2126.0
                     Stevens                 2137.0
                     Novena                  2199.0
                     Queenstown              2319.5
                     Chinatown DTL           2333.0
                     Woodleigh               2346.0
                     Chinatown NEL           2349.5
                     Braddell                2358.0
                     Commonwealth            2365.0
                     HarbourFront CCL        2372.0
                     Hougang                 2379.0
                     HarbourFront NEL        2386.5
                     Clarke Quay             2436.0
                     Toa Payoh               2455.0
                     Farrer Park             2467.0
                     Yio Chu Kang            2481.0
                     Ang Mo Kio              2544.0
                     Dover                   2580.0
                     Buona Vista NSEW        2614.0
                     Buona Vista CCL         2624.0
                     Punggol                 2689.0
                     Beauty World            2787.0
                     Telok Blangah           2829.0
                     Clementi                2838.0
                     Yishun                  2899.0
                     one-north               2939.0
                     Bukit Panjang DTL       2970.5
                     Jurong East             3004.5
                     Haw Par Villa           3039.0
                     Kent Ridge              3058.0
                     Fernvale                3386.0
                     Sembawang               3424.5
                     Lakeside                3451.0
                     Chinese Garden          3581.0
                     Woodlands               3622.0
                     Boon Lay                3627.0
                     Labrador Park           3661.0
                     Bukit Gombak            3675.0
                     Joo Koon                3746.0
                     Admiralty               3774.0
                     Pioneer                 3796.5
                     Choa Chu Kang           3813.0
                     Kranji                  4090.0
                     Bukit Panjang BPLRT     4636.0
Tanjong Pagar        Raffles Place            308.5
                     Outram Park NSEW         365.0
                     Outram Park NEL          410.0
                     Tiong Bahru              427.5
                     City Hall                472.5
                     Tanjong Pagar            490.0
                     Marina Bay               500.0
                     Redhill                  580.0
                     Dhoby Ghaut NSEW         627.0
                     Queenstown               635.0
                     Bugis NSEW               662.0
                     Marina Bay CCL           680.0
                     Bugis DTL                699.0
                     Chinatown NEL            706.0
                     Clarke Quay              742.0
                     Commonwealth             765.5
                     Lavender                 775.0
                     HarbourFront CCL         775.0
                     HarbourFront NEL         792.0
                     Rochor                   812.0
                     Somerset                 843.0
                     Marina South Pier        843.0
                     Orchard                  877.5
                     Chinatown DTL            892.0
                     Kallang                  916.0
                     Buona Vista NSEW         952.0
                     Dhoby Ghaut NEL         1006.0
                     Aljunied                1009.5
                     Dover                   1030.0
                     Buona Vista CCL         1118.0
                     Paya Lebar NSEW         1139.0
                     Novena                  1143.0
                     Newton NSEW             1155.0
                     Farrer Park             1156.0
                     Promenade               1160.5
                     Labrador Park           1198.0
                     Bayfront CCL            1225.0
                     Paya Lebar CCL          1231.5
                     Clementi                1242.5
                     one-north               1299.0
                     Braddell                1306.0
                     Eunos                   1312.0
                     Toa Payoh               1325.5
                     Boon Keng               1327.0
                     Potong Pasir            1331.0
                     Bras Basah              1338.0
                     Bishan NSEW             1432.5
                     Holland Village         1433.0
                     Kembangan               1451.0
                     MacPherson CCL          1462.0
                     Dakota                  1521.0
                     Bishan CCL              1533.0
                     Mountbatten             1534.0
                     Bedok                   1567.0
                     Little India NEL        1579.0
                     Kent Ridge              1580.5
                     Farrer Road             1586.0
                     Jurong East             1594.0
                     Tai Seng                1633.0
                     Serangoon CCL           1658.0
                     Stadium                 1665.0
                     Kovan                   1676.0
                     Ang Mo Kio              1692.5
                     Chinese Garden          1704.0
                     Serangoon NEL           1749.0
                     Yio Chu Kang            1780.5
                     Tanah Merah             1793.0
                     Lakeside                1803.0
                     Simei                   1828.0
                     Botanic Gardens CCL     1832.0
                     Bayfront DTL            1944.0
                     Bukit Batok             1966.0
                     Boon Lay                1998.0
                     Bukit Gombak            2039.5
                     Pioneer                 2097.0
                     Sengkang                2099.0
                     Hougang                 2126.0
                     Tampines NSEW           2156.0
                     Expo NSEW               2160.0
                     Pasir Ris               2314.0
                     Yew Tee                 2315.5
                     Joo Koon                2340.0
                     Khatib                  2348.0
                     Yishun                  2392.0
                     Choa Chu Kang           2468.0
                     Changi Airport          2477.0
                     Punggol                 2483.0
                     Kranji                  2681.0
                     Sembawang               2711.0
                     Marsiling               2901.0
                     Teck Whye               2924.0
                     Woodlands               2926.5
                     Admiralty               2928.0
Teck Whye            Teck Whye                 17.0
                     Bukit Panjang BPLRT      363.5
                     Choa Chu Kang            408.0
                     South View               417.0
                     Senja                    440.0
                     Choa Chu Kang BPLRT      504.5
                     Segar                    582.0
                     Bangkit                  646.0
                     Pending                  702.0
                     Bukit Batok              946.0
                     Kranji                   957.0
                     Bukit Gombak            1062.0
                     Jurong East             1333.0
                     Chinese Garden          1359.0
                     Woodlands               1381.0
                     Admiralty               1479.0
                     Clementi                1612.0
                     Sembawang               1688.0
                     Dover                   1720.0
                     Boon Lay                1760.0
                     Pioneer                 1843.0
                     Buona Vista NSEW        1958.0
                     Commonwealth            2042.0
                     Buona Vista CCL         2049.5
                     Yishun                  2132.0
                     Yio Chu Kang            2332.0
                     Ang Mo Kio              2626.0
                     Tanjong Pagar           2680.5
                     Haw Par Villa           2930.0
                     Bishan NSEW             3066.0
                     Labrador Park           3160.0
                     City Hall               3305.0
                     Lavender                3308.0
                     Aljunied                3429.0
                     Raffles Place           3476.0
                     HarbourFront CCL        3624.0
                     Dhoby Ghaut NSEW        3771.0
                     Tampines NSEW           5386.0
Telok Ayer           Downtown                 204.0
                     Chinatown DTL            222.0
                     Chinatown NEL            226.0
                     Bayfront CCL             385.0
                     Dhoby Ghaut NEL          502.0
                     Clarke Quay              507.0
                     Outram Park NEL          572.0
                     Promenade                613.5
                     Bugis DTL                646.5
                     HarbourFront NEL         687.0
                     Marina Bay               701.5
                     Bugis NSEW               791.0
                     Esplanade                798.0
                     Farrer Park              830.0
                     Little India DTL         843.0
                     Little India NEL         875.0
                     Newton DTL               963.0
                     Lavender                 963.5
                     Stadium                  970.0
                     Bras Basah              1005.5
                     Somerset                1019.0
                     Boon Keng               1184.0
                     Labrador Park           1304.0
                     Serangoon NEL           1405.0
                     Sixth Avenue            1427.0
                     Potong Pasir            1429.0
                     Tanjong Pagar           1443.0
                     Kovan                   1536.0
                     Haw Par Villa           1548.0
                     Farrer Road             1765.0
                     Bedok                   1853.0
                     Clementi                1865.5
                     Sengkang                2037.0
                     Chinese Garden          2163.0
                     Bukit Panjang DTL       2183.0
                     Buona Vista NSEW        2396.0
                     Tongkang                2472.0
                     Tampines NSEW           2590.0
                     Khatib                  2702.0
                     Expo NSEW               3126.0
                     Telok Ayer              5412.5
Telok Blangah        Labrador Park            266.0
                     HarbourFront CCL         305.0
                     HarbourFront NEL         326.5
                     Pasir Panjang            353.0
                     Haw Par Villa            465.5
                     Outram Park NEL          675.0
                     Kent Ridge               683.0
                     one-north                782.5
                     Chinatown NEL            867.0
                     Buona Vista CCL          908.0
                     Clarke Quay              910.0
                     Downtown                 929.0
                     Holland Village         1069.0
                     Telok Ayer              1078.0
                     Tanjong Pagar           1094.0
                     Tiong Bahru             1107.5
                     Raffles Place           1132.0
                     Bayfront CCL            1166.0
                     Little India NEL        1173.0
                     Dover                   1187.0
                     Dhoby Ghaut NSEW        1268.0
                     Boon Keng               1303.5
                     Queenstown              1335.0
                     Botanic Gardens CCL     1354.0
                     Farrer Park             1363.0
                     Rochor                  1422.0
                     Clementi                1439.5
                     Botanic Gardens DTL     1440.5
                     Orchard                 1454.5
                     Newton DTL              1460.0
                     Bugis DTL               1470.0
                     Promenade               1492.5
                     Esplanade               1530.5
                     Bras Basah              1548.0
                     Caldecott               1616.0
                     Potong Pasir            1629.0
                     Jurong East             1664.0
                     Bugis NSEW              1734.5
                     Marymount               1737.0
                     Toa Payoh               1868.0
                     Somerset                1899.5
                     Beauty World            1938.0
                     Hougang                 1959.0
                     Lorong Chuan            2030.0
                     Bishan CCL              2030.0
                     Kovan                   2053.0
                     Boon Lay                2143.0
                     Bukit Batok             2248.0
                     Kembangan               2275.0
                     Serangoon NEL           2343.0
                     Paya Lebar CCL          2374.5
                     Dakota                  2408.0
                     Sengkang                2413.5
                     Ang Mo Kio              2420.5
                     Yio Chu Kang            2438.5
                     Tai Seng                2501.0
                     Choa Chu Kang           2538.0
                     Punggol                 2560.0
                     Kranji                  2660.0
                     Yishun                  3007.5
                     Woodlands               3152.0
                     Expo NSEW               3262.0
                     Kangkar                 3290.0
                     Sembawang               3765.0
Ten Mile Junction    Fajar                    811.0
                     Jurong East             1796.0
Thanggam             Tongkang                 402.0
                     Cheng Lim                524.0
                     Sengkang                 759.0
                     Punggol                  886.0
                     Hougang                 1515.0
                     Serangoon NEL           1552.0
                     Lorong Chuan            1715.0
                     Little India NEL        2231.0
                     Chinatown NEL           2429.0
                     Outram Park NEL         2558.0
                     City Hall               2616.0
                     HarbourFront NEL        2701.5
                     Paya Lebar CCL          2967.0
                     HarbourFront CCL        3035.0
                     Bugis DTL               3232.0
                     Kent Ridge              3448.0
                     Promenade               3504.0
                     Jurong East             3689.0
Tiong Bahru          Chinatown DTL             34.0
                     Redhill                  275.0
                     Outram Park NSEW         359.0
